,timestamp,task,array,rec,VAD_0,DOA_0,VAD_1,DOA_1,J,MUSIC_0,MUSIC_time,aMUSIC_0,aMUSIC_time,NormMUSIC_0,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_time,MUSIC_1,aMUSIC_1,NormMUSIC_1,aNormMUSIC_1,SRP_PHAT_1
0,3.75,4.0,benchmark2,2.0,1.0,60.258814563901225,0.0,121.54181267994892,1.0,58.00000000000001,0.021486282348632812,58.00000000000001,0.03603553771972656,59.00000000000001,0.022001266479492188,59.00000000000001,0.03706479072570801,65.0,0.06786656379699707,,,,,
1,3.7874999999999996,4.0,benchmark2,2.0,1.0,60.07800323368035,0.0,121.60917862102684,1.0,63.0,0.020794391632080078,59.99999999999999,0.03681826591491699,62.0,0.020685195922851562,62.0,0.03682088851928711,63.0,0.06797552108764648,,,,,
2,3.8249999999999997,4.0,benchmark2,2.0,1.0,59.93827330323803,0.0,121.67692634998383,1.0,65.0,0.02093338966369629,64.0,0.03620338439941406,63.0,0.021608352661132812,63.0,0.03583216667175293,63.0,0.06804323196411133,,,,,
3,3.8625,4.0,benchmark2,2.0,1.0,59.76879000315544,0.0,121.77941523002775,1.0,65.0,0.021297693252563477,64.0,0.036232948303222656,64.0,0.02033710479736328,63.0,0.03674197196960449,62.0,0.06844019889831543,,,,,
4,3.9,4.0,benchmark2,2.0,1.0,59.636599843966515,0.0,121.87630701083546,1.0,66.0,0.02415919303894043,69.0,0.03762459754943848,64.0,0.021108627319335938,63.0,0.03663325309753418,62.0,0.06815576553344727,,,,,
5,3.9375,4.0,benchmark2,2.0,1.0,59.47506345980065,0.0,122.01733248321939,1.0,57.00000000000001,0.020806550979614258,49.0,0.03609275817871094,61.0,0.021677732467651367,61.0,0.035840749740600586,62.0,0.06811261177062988,,,,,
6,3.9749999999999996,4.0,benchmark2,2.0,1.0,59.34897128066506,0.0,122.14703410170502,1.0,59.00000000000001,0.021081209182739258,56.0,0.036108970642089844,61.0,0.0204160213470459,61.0,0.03690028190612793,61.0,0.06830906867980957,,,,,
7,4.0125,4.0,benchmark2,2.0,1.0,59.196326375288194,0.0,122.33081766558503,1.0,59.00000000000001,0.020962953567504883,58.00000000000001,0.036048173904418945,61.0,0.02053093910217285,61.0,0.036364078521728516,61.0,0.06836891174316406,,,,,
8,4.05,4.0,benchmark2,2.0,1.0,59.07936275869526,0.0,122.4945370507587,1.0,61.0,0.021054983139038086,59.00000000000001,0.03604388236999512,63.0,0.020678043365478516,62.0,0.03574538230895996,57.00000000000001,0.06771731376647949,,,,,
9,4.0874999999999995,4.0,benchmark2,2.0,1.0,58.940947927849315,0.0,122.71743717697662,1.0,59.00000000000001,0.020829439163208008,62.0,0.035772085189819336,63.0,0.020766496658325195,63.0,0.03699612617492676,56.0,0.06766963005065918,,,,,
10,4.125,4.0,benchmark2,2.0,1.0,58.83677689718719,0.0,122.90742503884896,1.0,67.0,0.0211029052734375,73.0,0.035848379135131836,61.0,0.021513938903808594,64.0,0.03640246391296387,61.0,0.06747627258300781,,,,,
11,4.1625,4.0,benchmark2,2.0,1.0,58.71336925491044,0.0,123.154632134181,1.0,59.00000000000001,0.022480010986328125,67.0,0.038086652755737305,54.0,0.02037501335144043,59.99999999999999,0.03570866584777832,61.0,0.0678110122680664,,,,,
12,4.2,4.0,benchmark2,2.0,1.0,58.61747285546829,0.0,123.3562137095902,1.0,62.0,0.021951913833618164,66.0,0.0359654426574707,59.99999999999999,0.020610809326171875,62.0,0.036035776138305664,62.0,0.0700070858001709,,,,,
13,4.2375,4.0,benchmark2,2.0,1.0,58.49635966809577,0.0,123.60763236108919,1.0,62.0,0.02118062973022461,74.0,0.03741002082824707,59.00000000000001,0.02071833610534668,63.0,0.03619527816772461,59.00000000000001,0.0675663948059082,,,,,
14,4.2749999999999995,4.0,benchmark2,2.0,1.0,58.394678177355395,0.0,123.80438021018975,1.0,59.99999999999999,0.020959854125976562,73.0,0.03612828254699707,56.0,0.02124619483947754,57.00000000000001,0.03599405288696289,52.0,0.06794857978820801,,,,,
15,4.3125,4.0,benchmark2,2.0,1.0,58.25658187351879,0.0,124.03961432998213,1.0,56.0,0.020943164825439453,71.0,0.03572726249694824,51.0,0.02179551124572754,56.0,0.03750801086425781,51.0,0.06737351417541504,,,,,
16,4.35,4.0,benchmark2,2.0,1.0,58.13364466825121,0.0,124.21572004971117,1.0,56.0,0.022042274475097656,57.00000000000001,0.03720521926879883,51.0,0.020575761795043945,52.0,0.036036014556884766,51.0,0.06798195838928223,,,,,
17,4.3875,4.0,benchmark2,2.0,1.0,57.96062731534138,0.0,124.41716384683544,1.0,49.0,0.022814273834228516,53.0,0.03577589988708496,47.0,0.02126312255859375,49.0,0.0360870361328125,52.0,0.06736230850219727,,,,,
18,4.425,4.0,benchmark2,2.0,1.0,57.80585664741574,0.0,124.56187035531381,1.0,58.00000000000001,0.024399757385253906,57.00000000000001,0.04150819778442383,56.0,0.02295970916748047,54.0,0.03969407081604004,56.0,0.06786799430847168,59.00000000000001,58.00000000000001,57.00000000000001,55.0,56.0
19,4.4624999999999995,4.0,benchmark2,2.0,1.0,57.593344853673415,0.0,124.72089696371685,1.0,59.00000000000001,0.021122217178344727,61.0,0.035855770111083984,56.0,0.020454883575439453,50.0,0.03565549850463867,57.00000000000001,0.06980085372924805,56.0,54.0,57.00000000000001,54.0,56.0
20,4.5,4.0,benchmark2,2.0,1.0,57.410626286821085,0.0,124.82918240833126,1.0,75.0,0.021028757095336914,80.0,0.0358891487121582,71.0,0.02057337760925293,68.0,0.03835415840148926,62.0,0.06817960739135742,59.00000000000001,,57.00000000000001,,57.00000000000001
