,timestamp,task,array,rec,VAD_0,DOA_0,VAD_1,DOA_1,VAD_2,DOA_2,VAD_3,DOA_3,J,MUSIC_0,MUSIC_time,aMUSIC_0,aMUSIC_time,NormMUSIC_0,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_time,MUSIC_1,aMUSIC_1,NormMUSIC_1,aNormMUSIC_1,SRP_PHAT_1,MUSIC_2,MUSIC_3,aMUSIC_2,aMUSIC_3,NormMUSIC_2,NormMUSIC_3,aNormMUSIC_2,aNormMUSIC_3,SRP_PHAT_2,SRP_PHAT_3
0,0.7125,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,0.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-102.0,0.008053064346313477,-105.00000000000001,0.01128244400024414,-102.0,0.007834911346435547,-105.00000000000001,0.011395692825317383,118.00000000000001,0.03184700012207031,,,,,,,,,,,,,,,
1,0.75,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,0.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-102.0,0.008139371871948242,-104.0,0.01141214370727539,-102.0,0.0077686309814453125,-101.0,0.011221170425415039,-106.0,0.03137564659118652,-24.000000000000004,70.0,85.0,86.0,-4.0,,,,,,,,,,
2,0.7875,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,0.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-102.0,0.008992195129394531,-105.00000000000001,0.010583639144897461,-102.0,0.008444070816040039,-101.0,0.010481834411621094,121.0,0.03161740303039551,-179.0,174.0,86.0,86.0,-4.0,,,,,,,,,,
3,0.825,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-105.00000000000001,0.008038759231567383,-102.0,0.01134800910949707,-102.0,0.007879257202148438,-101.0,0.011407136917114258,-102.0,0.031493425369262695,-130.0,-109.0,-130.0,-24.000000000000004,-87.0,,,,,,,,,,
4,0.8624999999999999,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-102.0,0.008937835693359375,-102.0,0.010497808456420898,-102.0,0.008542299270629883,-101.0,0.01130056381225586,-102.0,0.031920671463012695,-112.0,-32.0,-136.0,-24.000000000000004,-87.0,,,,,,,,,,
5,0.9,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-101.0,0.008044719696044922,-101.0,0.010629892349243164,-102.0,0.00856924057006836,-101.0,0.010493040084838867,-102.0,0.03201031684875488,-32.0,-35.0,-29.999999999999996,-32.0,-88.0,,,,,,,,,,
6,0.9375,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-101.0,0.00803828239440918,-101.0,0.011408090591430664,-101.0,0.007866621017456055,-101.0,0.011050224304199219,-101.0,0.03181743621826172,-26.0,-86.0,-47.0,-8.0,90.0,-67.0,,-158.0,,-31.0,,-171.0,,-90.0,
7,0.975,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-103.0,0.008957624435424805,-102.0,0.010487556457519531,-102.0,0.00867319107055664,-101.0,0.010226964950561523,-101.0,0.03188180923461914,-145.0,-31.0,-44.0,90.0,90.0,-36.0,142.0,-38.0,29.000000000000004,-29.999999999999996,72.0,-38.0,64.0,-90.0,-1.0
8,1.0125000000000002,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-105.00000000000001,0.008008241653442383,-104.0,0.012457132339477539,-102.0,0.008192777633666992,-102.0,0.011310577392578125,-102.0,0.032301902770996094,134.0,-168.0,-29.999999999999996,-38.0,90.0,-29.999999999999996,-1.0,-11.0,-131.0,-40.0,80.0,90.0,102.0,-90.0,-127.00000000000001
9,1.05,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-107.0,0.00798487663269043,-107.0,0.011422872543334961,-101.0,0.007790803909301758,-101.0,0.011390209197998047,-102.0,0.03173208236694336,-133.0,-3.0000000000000004,-43.0,-48.00000000000001,90.0,-126.0,-124.0,-90.0,113.0,-161.0,102.0,-56.0,2.0,-90.0,-128.0
10,1.0875000000000001,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-108.0,0.008852720260620117,-108.0,0.010675668716430664,-101.0,0.008592844009399414,-100.0,0.011446475982666016,-102.0,0.030720233917236328,-13.0,-158.0,-43.0,-158.0,89.0,-35.0,8.0,-90.0,49.0,-21.0,125.00000000000001,-169.0,58.00000000000001,-89.0,178.0
11,1.125,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-110.0,0.007999181747436523,-116.00000000000001,0.011476516723632812,-102.0,0.00863504409790039,-103.0,0.010548114776611328,-101.0,0.03206229209899902,-157.0,-161.0,-52.0,-21.0,90.0,-51.0,35.0,-95.0,-105.00000000000001,-38.0,91.0,-165.0,64.0,-89.0,178.0
12,1.1625,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-103.0,0.008043766021728516,-107.0,0.011467218399047852,-101.0,0.007856130599975586,-101.0,0.011128425598144531,-100.0,0.03202652931213379,-90.0,-174.0,-91.0,-92.0,-89.0,-42.0,-70.0,-20.0,-118.00000000000001,-42.0,130.0,-53.0,-61.0,-115.0,177.0
13,1.2000000000000002,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-101.0,0.008937358856201172,-101.0,0.011474132537841797,-100.0,0.007607221603393555,-100.0,0.011342287063598633,-99.0,0.03153347969055176,-98.0,-21.0,-157.0,-70.0,-179.0,-41.0,-126.0,-78.0,-43.0,-46.0,-96.00000000000001,-121.0,115.0,-117.0,109.0
14,1.2375,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-101.0,0.008922576904296875,-100.0,0.010751962661743164,-101.0,0.008637666702270508,-100.0,0.010543584823608398,-100.0,0.031281232833862305,-35.0,-32.0,-44.0,-83.0,89.0,-57.00000000000001,168.0,-39.0,-79.0,-36.0,-67.0,-55.0,-57.00000000000001,-89.0,111.0
15,1.2750000000000001,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-101.0,0.00803375244140625,-101.0,0.011676549911499023,-100.0,0.00875234603881836,-100.0,0.010598182678222656,-100.0,0.0316166877746582,-16.0,179.0,92.0,90.0,-89.0,-49.0,6.000000000000001,-85.0,123.00000000000001,-18.0,91.0,-31.0,132.0,89.0,-3.0000000000000004
16,1.3125,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-103.0,0.008143901824951172,-101.0,0.011433601379394531,-101.0,0.0077915191650390625,-101.0,0.011138916015625,-100.0,0.03176379203796387,176.0,-88.0,-44.0,-100.0,-89.0,-33.0,88.0,-63.0,-20.0,91.0,-96.00000000000001,-94.0,137.0,89.0,-98.0
17,1.35,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-103.0,0.008093118667602539,-103.0,0.011346101760864258,-102.0,0.007792472839355469,-102.0,0.011363029479980469,-101.0,0.0314943790435791,-146.0,3.0000000000000004,-89.0,-129.0,89.0,-34.0,-169.0,-98.0,-78.0,-166.0,93.0,-93.0,57.00000000000001,-90.0,-5.0
18,1.3875000000000002,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-101.0,0.008935928344726562,-102.0,0.010609865188598633,-101.0,0.008533477783203125,-101.0,0.011318445205688477,-101.0,0.03142380714416504,-91.0,-90.0,91.0,-90.0,89.0,69.0,87.0,-1.0,-75.0,-167.0,-102.0,-131.0,-99.0,-90.0,-3.0000000000000004
19,1.425,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-99.0,0.008007526397705078,-101.0,0.010679960250854492,-101.0,0.008632421493530273,-101.0,0.010486364364624023,-102.0,0.03165864944458008,-90.0,-82.0,-91.0,-87.0,-90.0,158.0,-70.0,-121.0,164.0,65.0,-102.0,-70.0,71.0,-65.0,-2.0
20,1.4625000000000001,2.0,dummy,4.0,0.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,1.0,-100.0,0.008081436157226562,-102.0,0.011197805404663086,-101.0,0.00772857666015625,-101.0,0.011329174041748047,-101.0,0.03160285949707031,-59.99999999999999,-69.0,-124.0,-126.0,-89.0,25.0,163.0,76.0,13.0,136.0,116.00000000000001,-94.0,-146.0,-138.0,-2.0
21,1.5,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,-104.0,0.008019208908081055,-97.0,0.011372089385986328,-131.0,0.00790262222290039,-134.0,0.011310338973999023,102.0,0.03191399574279785,-14.0,-23.0,-96.00000000000001,-96.00000000000001,-102.0,-16.0,79.0,115.0,105.00000000000001,-149.0,86.0,-179.0,95.0,-136.0,-2.0
22,1.5375,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,140.0,0.008809089660644531,-82.0,0.011550664901733398,-56.0,0.007791280746459961,-59.99999999999999,0.011267900466918945,106.0,0.03194737434387207,-92.0,-51.0,-98.0,-100.0,-103.0,147.0,90.0,51.0,165.0,83.0,76.0,-53.0,49.0,-138.0,-1.0
23,1.5750000000000002,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,-107.0,0.008859634399414062,149.0,0.010791301727294922,-5.0,0.008459091186523438,4.0,0.011138677597045898,122.0,0.030900001525878906,-78.0,-155.0,-174.0,-180.0,-122.0,-86.0,-43.0,45.0,-20.0,-48.00000000000001,-106.0,-88.0,-103.0,-140.0,-1.0
24,1.6125,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,-106.0,0.008160114288330078,-166.0,0.011140584945678711,-100.0,0.008580684661865234,21.0,0.01028752326965332,-117.0,0.03425335884094238,-83.0,-79.0,121.0,122.0,118.00000000000001,53.0,144.0,71.0,50.0,-155.0,-174.0,-135.0,79.0,-140.0,-1.0
25,1.6500000000000001,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,167.0,0.008162975311279297,-58.00000000000001,0.011445045471191406,123.00000000000001,0.008645296096801758,-59.00000000000001,0.010350942611694336,115.0,0.031731367111206055,-101.0,-93.0,-103.0,-102.0,-110.0,-143.0,-162.0,2.0,-33.0,-163.0,38.0,-163.0,-99.0,-90.0,-1.0
26,1.6875,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,-102.0,0.00798940658569336,-85.0,0.01142430305480957,-58.00000000000001,0.00789952278137207,-103.0,0.011145353317260742,107.0,0.031435251235961914,-41.0,-71.0,-102.0,-67.0,-104.0,-167.0,-32.0,-6.000000000000001,-132.0,-155.0,-174.0,-165.0,-69.0,-92.0,-2.0
27,1.725,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,-26.0,0.008700847625732422,-146.0,0.011429548263549805,-47.0,0.007624626159667969,-49.0,0.011403799057006836,105.00000000000001,0.03165316581726074,-106.0,-72.0,-102.0,-103.0,-103.0,-4.0,46.0,-8.0,-115.0,-151.0,82.0,-162.0,127.00000000000001,-92.0,-2.0
28,1.7625000000000002,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,164.0,0.009093761444091797,-144.0,0.011693716049194336,121.0,0.009173154830932617,-40.0,0.012058258056640625,103.0,0.0323638916015625,-109.0,-114.00000000000001,-104.0,-103.0,-103.0,-31.0,-73.0,-142.0,131.0,-153.0,-94.0,-160.0,-78.0,-91.0,-1.0
29,1.8,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,145.0,0.009078741073608398,-110.0,0.01086115837097168,122.0,0.008583307266235352,-28.0,0.011469364166259766,106.0,0.03167366981506348,-107.0,-98.0,-99.0,-99.0,-104.0,-141.0,-134.0,-123.00000000000001,77.0,-162.0,55.0,-16.0,-102.0,-90.0,178.0
30,1.8375000000000001,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,147.0,0.008905410766601562,-171.0,0.010450124740600586,121.0,0.008534431457519531,123.00000000000001,0.011188983917236328,110.0,0.030965805053710938,-106.0,-93.0,-100.0,-102.0,-105.00000000000001,-148.0,,-107.0,,-14.999999999999998,,-164.0,,-90.0,
31,1.875,2.0,dummy,4.0,1.0,116.96291062728196,1.0,-102.46434711490522,1.0,-91.50825060730227,1.0,-126.15106975277008,2.0,149.0,0.008041620254516602,-178.0,0.011521577835083008,-158.0,0.008852005004882812,-100.0,0.010394096374511719,-117.0,0.03165769577026367,-97.0,-94.0,-99.0,-160.0,121.0,-24.000000000000004,,-69.0,,-24.000000000000004,,-135.0,,-90.0,
