,timestamp,task,array,rec,VAD_0,DOA_0,VAD_1,DOA_1,J,MUSIC_0,MUSIC_1,MUSIC_time,aMUSIC_0,aMUSIC_1,aMUSIC_time,NormMUSIC_0,NormMUSIC_1,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_1,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_1,SRP_PHAT_time
0,0.975,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,73.0,0.01069784164428711,58.00000000000001,73.0,0.01933121681213379,57.00000000000001,73.0,0.010180473327636719,57.00000000000001,73.0,0.0195770263671875,111.0,73.0,0.02826833724975586
1,1.0125000000000002,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,73.0,0.009886741638183594,57.00000000000001,72.0,0.020238161087036133,57.00000000000001,73.0,0.009748458862304688,57.00000000000001,73.0,0.019553422927856445,106.0,72.0,0.02800440788269043
2,1.05,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,56.0,73.0,0.010485649108886719,57.00000000000001,72.0,0.01944136619567871,56.0,73.0,0.010193347930908203,56.0,72.0,0.01923370361328125,119.99999999999999,72.0,0.027991533279418945
3,1.0875000000000001,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,56.0,73.0,0.01058197021484375,57.00000000000001,72.0,0.01952528953552246,56.0,73.0,0.009270906448364258,57.00000000000001,72.0,0.019780874252319336,121.0,73.0,0.027634859085083008
4,1.125,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,56.0,73.0,0.00990915298461914,57.00000000000001,73.0,0.019408226013183594,56.0,73.0,0.010165929794311523,57.00000000000001,73.0,0.020776987075805664,122.0,72.0,0.02820754051208496
5,1.1625,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,58.00000000000001,72.0,0.009818792343139648,58.00000000000001,73.0,0.019705772399902344,57.00000000000001,72.0,0.009259700775146484,58.00000000000001,72.0,0.01936030387878418,125.00000000000001,73.0,0.028235912322998047
6,1.2000000000000002,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,58.00000000000001,73.0,0.009777545928955078,149.0,72.0,0.019366979598999023,58.00000000000001,73.0,0.010083198547363281,59.00000000000001,72.0,0.01923680305480957,125.00000000000001,73.0,0.028448820114135742
7,1.2375,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,72.0,0.011380195617675781,58.00000000000001,71.0,0.023257970809936523,57.00000000000001,72.0,0.010480880737304688,58.00000000000001,72.0,0.02173304557800293,124.0,73.0,0.027385473251342773
8,1.2750000000000001,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,73.0,0.011526823043823242,59.00000000000001,71.0,0.020017147064208984,57.00000000000001,73.0,0.010272502899169922,58.00000000000001,73.0,0.01926136016845703,141.0,73.0,0.027501344680786133
9,1.3125,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,72.0,0.010695457458496094,71.0,57.00000000000001,0.01938319206237793,57.00000000000001,73.0,0.009314298629760742,58.00000000000001,72.0,0.023019075393676758,157.0,73.0,0.03226971626281738
10,1.35,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,72.0,0.010562896728515625,72.0,57.00000000000001,0.020532846450805664,57.00000000000001,72.0,0.010097503662109375,57.00000000000001,73.0,0.019389629364013672,157.0,73.0,0.02808213233947754
11,1.3875000000000002,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,72.0,0.010672807693481445,58.00000000000001,71.0,0.019760608673095703,57.00000000000001,72.0,0.010232925415039062,58.00000000000001,72.0,0.019447803497314453,152.0,73.0,0.028200149536132812
12,1.425,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,72.0,0.011940956115722656,58.00000000000001,71.0,0.019891023635864258,57.00000000000001,72.0,0.010191917419433594,58.00000000000001,72.0,0.019155502319335938,124.0,73.0,0.028180837631225586
13,1.4625000000000001,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,73.0,0.010763406753540039,58.00000000000001,73.0,0.01974964141845703,57.00000000000001,73.0,0.010209083557128906,58.00000000000001,73.0,0.019407987594604492,124.0,73.0,0.028197526931762695
14,1.5,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,73.0,0.010551929473876953,58.00000000000001,73.0,0.019417762756347656,57.00000000000001,73.0,0.010053873062133789,58.00000000000001,73.0,0.0189974308013916,123.00000000000001,73.0,0.028197050094604492
15,1.5375,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,58.00000000000001,73.0,0.010731220245361328,59.00000000000001,73.0,0.021021604537963867,58.00000000000001,73.0,0.010409355163574219,59.00000000000001,73.0,0.02133464813232422,121.0,73.0,0.029125690460205078
16,1.5750000000000002,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,73.0,0.009844541549682617,57.00000000000001,73.0,0.020071744918823242,57.00000000000001,73.0,0.0094451904296875,58.00000000000001,73.0,0.020596027374267578,121.0,73.0,0.028095722198486328
17,1.6125,2.0,dicit,1.0,1.0,72.30288326295427,1.0,56.35906118067019,2.0,57.00000000000001,73.0,0.010603904724121094,57.00000000000001,72.0,0.019367694854736328,57.00000000000001,73.0,0.010215044021606445,57.00000000000001,73.0,0.019439697265625,103.0,73.0,0.028324365615844727
18,1.6500000000000001,2.0,dicit,1.0,1.0,72.30288326295427,0.0,56.35906118067019,1.0,73.0,,0.009738445281982422,72.0,,0.020001649856567383,73.0,,0.009790658950805664,73.0,,0.020236492156982422,73.0,,0.02872180938720703
19,1.6875,2.0,dicit,1.0,1.0,72.30288326295427,0.0,56.35906118067019,1.0,73.0,,0.010020256042480469,73.0,,0.01944446563720703,73.0,,0.010245084762573242,73.0,,0.01925063133239746,73.0,,0.028937816619873047
20,1.725,2.0,dicit,1.0,1.0,72.30288326295427,0.0,56.35906118067019,1.0,72.0,,0.010478973388671875,72.0,,0.019047021865844727,73.0,,0.009253501892089844,72.0,,0.020344972610473633,74.0,,0.027226686477661133
