,timestamp,task,array,rec,VAD_0,DOA_0,J,MUSIC_0,MUSIC_time,aMUSIC_0,aMUSIC_time,NormMUSIC_0,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_time
0,0.5625,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,77.0,0.021352052688598633,77.0,0.03708243370056152,77.0,0.02113628387451172,77.0,0.0381159782409668,79.0,0.07086348533630371
1,0.6,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,78.0,0.021122217178344727,78.0,0.03860354423522949,78.0,0.02135324478149414,78.0,0.03823590278625488,79.0,0.07074379920959473
2,0.6375,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,79.0,0.021314144134521484,80.0,0.03665733337402344,79.0,0.02203226089477539,78.0,0.03698110580444336,79.0,0.07064390182495117
3,0.6749999999999999,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,79.0,0.021512508392333984,79.0,0.03713202476501465,79.0,0.021383047103881836,78.0,0.03773784637451172,79.0,0.06981277465820312
4,0.7125,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,81.0,0.023489713668823242,82.0,0.03834104537963867,79.0,0.021383285522460938,79.0,0.03966569900512695,79.0,0.07014608383178711
5,0.75,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,80.0,0.021148204803466797,80.0,0.03787636756896973,79.0,0.02110743522644043,78.0,0.03745532035827637,79.0,0.06923103332519531
6,0.7875,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,78.0,0.02132701873779297,79.0,0.037505149841308594,78.0,0.022156953811645508,78.0,0.03837132453918457,79.0,0.07063579559326172
7,0.825,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,81.0,0.021411418914794922,80.0,0.03777575492858887,78.0,0.02147841453552246,77.0,0.038027286529541016,78.0,0.06992459297180176
8,0.8624999999999999,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,80.0,0.021656036376953125,79.0,0.03731417655944824,79.0,0.02130126953125,78.0,0.037201881408691406,79.0,0.07002854347229004
9,0.9,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,80.0,0.021483182907104492,79.0,0.03742790222167969,78.0,0.021902799606323242,78.0,0.037457942962646484,79.0,0.07399773597717285
10,0.9375,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,80.0,0.025275230407714844,80.0,0.04346466064453125,78.0,0.024310588836669922,78.0,0.0403141975402832,79.0,0.0709085464477539
11,0.975,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,78.0,0.022174835205078125,80.0,0.03832101821899414,78.0,0.022559404373168945,78.0,0.037340641021728516,79.0,0.07041096687316895
12,1.0125000000000002,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,79.0,0.021733999252319336,79.0,0.03675532341003418,78.0,0.024263858795166016,78.0,0.03789782524108887,78.0,0.07026433944702148
13,1.05,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,80.0,0.022180795669555664,82.0,0.037358999252319336,78.0,0.02138829231262207,78.0,0.038123130798339844,78.0,0.07015109062194824
14,1.0875000000000001,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,80.0,0.02420806884765625,81.0,0.03702425956726074,78.0,0.02145552635192871,78.0,0.037947893142700195,78.0,0.0708017349243164
15,1.125,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,80.0,0.02202773094177246,84.0,0.03834271430969238,78.0,0.021618366241455078,79.0,0.03770256042480469,79.0,0.07016324996948242
16,1.1625,1.0,benchmark2,3.0,1.0,77.00233940233935,1.0,81.0,0.021729707717895508,82.0,0.03747248649597168,79.0,0.022309541702270508,79.0,0.03740262985229492,80.0,0.07083511352539062
