,timestamp,task,array,rec,VAD_0,DOA_0,VAD_1,DOA_1,J,MUSIC_0,MUSIC_1,MUSIC_time,aMUSIC_0,aMUSIC_time,NormMUSIC_0,NormMUSIC_1,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_1,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_1,SRP_PHAT_time,aMUSIC_1,VAD_2,DOA_2,aMUSIC_2,NormMUSIC_2,aNormMUSIC_2,SRP_PHAT_2,MUSIC_2
0,0.6375,2.0,benchmark2,3.0,0.0,66.19039156918973,0.0,46.91325074641939,1.0,117.0,79.0,0.023558378219604492,77.0,0.03720235824584961,118.00000000000001,80.0,0.02173018455505371,119.0,76.0,0.036991119384765625,117.0,80.0,0.0708615779876709,,1.0,103.68416068582069,,,,,
1,0.6749999999999999,2.0,benchmark2,3.0,1.0,66.19039156918973,0.0,46.91325074641939,2.0,117.0,51.0,0.02106928825378418,119.0,0.03854870796203613,119.0,49.0,0.020923614501953125,51.0,119.99999999999999,0.036826372146606445,53.0,117.0,0.07170748710632324,54.0,1.0,103.68416068582069,,,,,
2,0.7125,2.0,benchmark2,3.0,1.0,66.19039156918973,0.0,46.91325074641939,2.0,116.00000000000001,50.0,0.021554231643676758,118.00000000000001,0.03752875328063965,50.0,118.00000000000001,0.020387649536132812,53.0,119.99999999999999,0.03703570365905762,49.0,118.00000000000001,0.07223963737487793,53.0,1.0,103.68416068582069,,,,,
3,0.75,2.0,benchmark2,3.0,1.0,66.19039156918973,0.0,46.91325074641939,2.0,115.0,54.0,0.022254467010498047,118.00000000000001,0.038469791412353516,51.0,118.00000000000001,0.020792484283447266,53.0,119.0,0.03795480728149414,47.0,117.0,0.07153034210205078,49.0,1.0,103.68416068582069,,,,,
4,0.7875,2.0,benchmark2,3.0,1.0,66.19039156918973,0.0,46.91325074641939,2.0,118.00000000000001,50.0,0.021005630493164062,119.0,0.03750729560852051,49.0,119.0,0.0221250057220459,50.0,119.99999999999999,0.036768436431884766,48.00000000000001,117.0,0.07128643989562988,44.0,1.0,103.68416068582069,,,,,
5,0.825,2.0,benchmark2,3.0,1.0,66.19039156918973,0.0,46.91325074641939,2.0,117.0,50.0,0.021234989166259766,118.00000000000001,0.037764787673950195,119.0,50.0,0.02113485336303711,50.0,119.99999999999999,0.03686070442199707,48.00000000000001,118.00000000000001,0.07244443893432617,49.0,1.0,103.68416068582069,,,,,
6,0.8624999999999999,2.0,benchmark2,3.0,1.0,66.19039156918973,0.0,46.91325074641939,2.0,119.0,52.0,0.02114558219909668,119.99999999999999,0.03956961631774902,121.0,51.0,0.022370100021362305,51.0,121.0,0.03806114196777344,48.00000000000001,119.99999999999999,0.07152318954467773,52.0,1.0,103.68416068582069,,,,,
7,0.9,2.0,benchmark2,3.0,1.0,66.19039156918973,0.0,46.91325074641939,2.0,118.00000000000001,51.0,0.022193431854248047,118.00000000000001,0.0381467342376709,119.99999999999999,49.0,0.02101445198059082,119.99999999999999,50.0,0.03809022903442383,49.0,122.0,0.07247281074523926,58.00000000000001,1.0,103.68416068582069,,,,,
8,0.9375,2.0,benchmark2,3.0,1.0,66.19039156918973,0.0,46.91325074641939,2.0,119.99999999999999,53.0,0.021310091018676758,119.0,0.03759145736694336,121.0,51.0,0.02075052261352539,119.99999999999999,52.0,0.036685943603515625,121.0,49.0,0.07536435127258301,57.00000000000001,1.0,103.68416068582069,,,,,
9,0.975,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,64.0,113.0,0.021061182022094727,176.0,0.03666353225708008,209.0,59.00000000000001,0.0214540958404541,281.0,62.0,0.036847591400146484,205.0,116.00000000000001,0.07086324691772461,114.00000000000001,1.0,103.68416068582069,59.00000000000001,116.00000000000001,115.0,58.00000000000001,
10,1.0125000000000002,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,286.0,116.00000000000001,0.023790836334228516,259.0,0.0370783805847168,286.0,68.0,0.021056175231933594,267.0,70.0,0.03730583190917969,66.0,114.00000000000001,0.07189774513244629,110.0,1.0,103.68416068582069,,111.0,111.0,,
11,1.05,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,291.0,113.0,0.021000146865844727,256.0,0.03712916374206543,341.0,288.0,0.02168583869934082,265.0,79.0,0.036899566650390625,111.0,78.0,0.0710299015045166,115.0,1.0,103.68416068582069,,111.0,112.0,,
12,1.0875000000000001,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,303.0,111.0,0.021920204162597656,271.0,0.03741312026977539,196.0,299.0,0.02073979377746582,268.0,308.0,0.03746485710144043,113.0,78.0,0.07149457931518555,117.0,1.0,103.68416068582069,,111.0,113.0,,
13,1.125,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,199.0,329.0,0.021209239959716797,339.0,0.03729104995727539,205.0,303.0,0.020838022232055664,203.0,304.0,0.03686070442199707,116.00000000000001,79.0,0.07263731956481934,306.0,1.0,103.68416068582069,117.0,113.0,116.00000000000001,,112.0
14,1.1625,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,299.0,266.0,0.021163463592529297,111.0,0.036896467208862305,212.0,297.0,0.021763324737548828,304.0,333.0,0.0378422737121582,113.0,79.0,0.07130646705627441,,1.0,103.68416068582069,,111.0,113.0,,112.0
15,1.2000000000000002,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,259.0,111.0,0.021260976791381836,227.0,0.03797006607055664,213.0,264.0,0.021743297576904297,220.0,309.0,0.03766798973083496,239.0,111.0,0.07261896133422852,113.0,1.0,103.68416068582069,,109.0,112.0,,
16,1.2375,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,261.0,109.0,0.020989179611206055,230.99999999999997,0.037879228591918945,217.0,270.0,0.020816802978515625,227.0,316.0,0.03766965866088867,235.0,110.0,0.07143592834472656,111.0,1.0,103.68416068582069,,108.0,110.0,,
17,1.2750000000000001,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,257.0,102.0,0.02311086654663086,317.0,0.03854084014892578,221.0,319.0,0.02057194709777832,219.00000000000003,318.0,0.038452863693237305,233.0,107.0,0.0715186595916748,222.0,1.0,103.68416068582069,99.0,105.00000000000001,105.00000000000001,,
18,1.3125,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,257.0,90.0,0.0209658145904541,158.0,0.03801274299621582,224.0,317.0,0.020559072494506836,222.0,320.0,0.03767895698547363,230.99999999999997,337.0,0.07193756103515625,246.00000000000003,1.0,103.68416068582069,83.0,106.0,108.0,107.0,
19,1.35,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,257.0,89.0,0.020752668380737305,320.0,0.03725838661193848,229.0,255.00000000000003,0.020606279373168945,217.0,320.0,0.040802717208862305,225.0,110.0,0.07146596908569336,247.0,1.0,103.68416068582069,85.0,113.0,113.0,,
20,1.3875000000000002,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,261.0,96.00000000000001,0.02087998390197754,252.0,0.036900997161865234,215.0,264.0,0.021727800369262695,267.0,315.0,0.03779029846191406,322.0,234.0,0.0712122917175293,87.0,1.0,103.68416068582069,,113.0,115.0,112.0,
21,1.425,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,268.0,101.0,0.0208587646484375,269.0,0.038256168365478516,207.0,270.0,0.021201372146606445,283.0,314.0,0.03766226768493652,210.00000000000003,311.0,0.07260012626647949,94.0,1.0,103.68416068582069,,113.0,117.0,114.00000000000001,
22,1.4625000000000001,2.0,benchmark2,3.0,1.0,66.19039156918973,1.0,46.91325074641939,3.0,270.0,104.0,0.021157026290893555,285.0,0.03770184516906738,205.0,272.0,0.02095794677734375,284.0,314.0,0.03757452964782715,315.0,192.00000000000003,0.07115626335144043,102.0,1.0,103.68416068582069,,113.0,116.00000000000001,115.0,
