,timestamp,task,array,rec,VAD_0,DOA_0,VAD_1,DOA_1,VAD_2,DOA_2,VAD_3,DOA_3,J,MUSIC_0,MUSIC_time,aMUSIC_0,aMUSIC_time,NormMUSIC_0,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_time,MUSIC_1,aMUSIC_1,NormMUSIC_1,aNormMUSIC_1,SRP_PHAT_1,MUSIC_2,MUSIC_3,aMUSIC_2,aMUSIC_3,NormMUSIC_2,NormMUSIC_3,aNormMUSIC_2,aNormMUSIC_3,SRP_PHAT_2,SRP_PHAT_3
0,0.825,2.0,dummy,6.0,0.0,90.39432364811752,1.0,-174.0488146640888,0.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-23.0,0.009351968765258789,-179.0,0.010837793350219727,-179.0,0.00856471061706543,-92.0,0.011384010314941406,-179.0,0.030633926391601562,,,,,,,,,,,,,,,
1,0.8624999999999999,2.0,dummy,6.0,0.0,90.39432364811752,1.0,-174.0488146640888,0.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-20.0,0.008886337280273438,-66.0,0.011199235916137695,-179.0,0.00778961181640625,-179.0,0.011283636093139648,-178.0,0.03173518180847168,-24.000000000000004,70.0,85.0,86.0,-4.0,,,,,,,,,,
2,0.9,2.0,dummy,6.0,0.0,90.39432364811752,1.0,-174.0488146640888,0.0,-91.50825060730227,0.0,-126.15106975277008,1.0,-26.0,0.008826017379760742,-68.0,0.01125025749206543,-179.0,0.007819175720214844,-100.0,0.011495828628540039,-178.0,0.03153276443481445,-179.0,174.0,86.0,86.0,-4.0,,,,,,,,,,
3,0.9375,2.0,dummy,6.0,0.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,0.0,-126.15106975277008,2.0,-29.999999999999996,0.007996797561645508,-26.0,0.011335134506225586,-23.0,0.007748603820800781,-138.0,0.011376142501831055,-119.0,0.03162050247192383,-130.0,-109.0,-130.0,-24.000000000000004,-87.0,,,,,,,,,,
4,0.975,2.0,dummy,6.0,0.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,0.0,-126.15106975277008,2.0,-33.0,0.009015798568725586,-107.0,0.011110544204711914,-164.0,0.008690118789672852,-159.0,0.010292768478393555,87.0,0.031584978103637695,-112.0,-32.0,-136.0,-24.000000000000004,-87.0,,,,,,,,,,
5,1.0125000000000002,2.0,dummy,6.0,0.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,0.0,-126.15106975277008,2.0,-140.0,0.008930206298828125,-23.0,0.010586261749267578,-42.0,0.008363008499145508,-24.000000000000004,0.011325597763061523,88.0,0.03079366683959961,-32.0,-35.0,-29.999999999999996,-32.0,-88.0,,,,,,,,,,
6,1.05,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,0.0,-126.15106975277008,3.0,-32.0,0.00899052619934082,-29.000000000000004,0.010640859603881836,-165.0,0.0079498291015625,-14.0,0.011281728744506836,-180.0,0.03156542778015137,-26.0,-86.0,-47.0,-8.0,90.0,-67.0,,-158.0,,-31.0,,-171.0,,-90.0,
7,1.0875000000000001,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,-48.00000000000001,0.008127927780151367,-158.0,0.011423349380493164,-36.0,0.0077571868896484375,-50.0,0.011434316635131836,-179.0,0.03159499168395996,-145.0,-31.0,-44.0,90.0,90.0,-36.0,142.0,-38.0,29.000000000000004,-29.999999999999996,72.0,-38.0,64.0,-90.0,-1.0
8,1.125,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,93.0,0.0081329345703125,-93.0,0.011260986328125,92.0,0.00797128677368164,-160.0,0.011386394500732422,-39.0,0.031499624252319336,134.0,-168.0,-29.999999999999996,-38.0,90.0,-29.999999999999996,-1.0,-11.0,-131.0,-40.0,80.0,90.0,102.0,-90.0,-127.00000000000001
9,1.1625,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,93.0,0.008089542388916016,91.0,0.011559009552001953,-155.0,0.008841514587402344,-38.0,0.010641813278198242,-46.0,0.03151965141296387,-133.0,-3.0000000000000004,-43.0,-48.00000000000001,90.0,-126.0,-124.0,-90.0,113.0,-161.0,102.0,-56.0,2.0,-90.0,-128.0
10,1.2000000000000002,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,-152.0,0.008944034576416016,-108.0,0.010772705078125,-152.0,0.008798360824584961,-146.0,0.011983633041381836,-119.0,0.03323817253112793,-13.0,-158.0,-43.0,-158.0,89.0,-35.0,8.0,-90.0,49.0,-21.0,125.00000000000001,-169.0,58.00000000000001,-89.0,178.0
11,1.2375,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,-92.0,0.008219718933105469,-37.0,0.01125955581665039,-92.0,0.00785684585571289,-153.0,0.010988712310791016,-115.0,0.03215956687927246,-157.0,-161.0,-52.0,-21.0,90.0,-51.0,35.0,-95.0,-105.00000000000001,-38.0,91.0,-165.0,64.0,-89.0,178.0
12,1.2750000000000001,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,-99.0,0.008128881454467773,-97.0,0.011718988418579102,-150.0,0.007656097412109375,-161.0,0.01287841796875,90.0,0.03171229362487793,-90.0,-174.0,-91.0,-92.0,-89.0,-42.0,-70.0,-20.0,-118.00000000000001,-42.0,130.0,-53.0,-61.0,-115.0,177.0
13,1.3125,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,91.0,0.008972406387329102,-122.0,0.010736465454101562,91.0,0.008741140365600586,-52.0,0.011379003524780273,-88.0,0.030983924865722656,-98.0,-21.0,-157.0,-70.0,-179.0,-41.0,-126.0,-78.0,-43.0,-46.0,-96.00000000000001,-121.0,115.0,-117.0,109.0
14,1.35,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,-100.0,0.008936882019042969,174.0,0.011284589767456055,-51.0,0.007901430130004883,-90.0,0.011533021926879883,-123.00000000000001,0.03179669380187988,-35.0,-32.0,-44.0,-83.0,89.0,-57.00000000000001,168.0,-39.0,-79.0,-36.0,-67.0,-55.0,-57.00000000000001,-89.0,111.0
15,1.3875000000000002,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,-87.0,0.008870363235473633,-31.0,0.01145172119140625,-49.0,0.008907556533813477,-85.0,0.010469913482666016,133.0,0.03152918815612793,-16.0,179.0,92.0,90.0,-89.0,-49.0,6.000000000000001,-85.0,123.00000000000001,-18.0,91.0,-31.0,132.0,89.0,-3.0000000000000004
16,1.425,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,-44.0,0.009007930755615234,119.99999999999999,0.011457443237304688,-170.0,0.010190486907958984,-131.0,0.012465953826904297,-180.0,0.03190326690673828,176.0,-88.0,-44.0,-100.0,-89.0,-33.0,88.0,-63.0,-20.0,91.0,-96.00000000000001,-94.0,137.0,89.0,-98.0
17,1.4625000000000001,2.0,dummy,6.0,1.0,90.39432364811752,1.0,-174.0488146640888,1.0,-91.50825060730227,1.0,-126.15106975277008,3.0,-47.0,0.008196353912353516,-167.0,0.011467456817626953,-28.0,0.008787393569946289,-35.0,0.01063990592956543,-178.0,0.03137373924255371,-146.0,3.0000000000000004,-89.0,-129.0,89.0,-34.0,-169.0,-98.0,-78.0,-166.0,93.0,-93.0,57.00000000000001,-90.0,-5.0
