,timestamp,task,array,rec,VAD_0,DOA_0,VAD_1,DOA_1,J,MUSIC_0,MUSIC_time,aMUSIC_0,aMUSIC_time,NormMUSIC_0,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_time,MUSIC_1,aMUSIC_1,NormMUSIC_1,aNormMUSIC_1,SRP_PHAT_1
0,3.75,4.0,dicit,2.0,1.0,56.47709959379773,0.0,120.32393476806175,1.0,63.0,0.010303258895874023,63.0,0.019590377807617188,64.0,0.009229183197021484,64.0,0.018999576568603516,64.0,0.02697300910949707,,,,,
1,3.7874999999999996,4.0,dicit,2.0,1.0,56.296578938781145,0.0,120.40360706951942,1.0,64.0,0.010686397552490234,63.0,0.018575191497802734,64.0,0.010106801986694336,64.0,0.018722057342529297,64.0,0.025849580764770508,,,,,
2,3.8249999999999997,4.0,dicit,2.0,1.0,56.15631566915587,0.0,120.48280354783675,1.0,58.00000000000001,0.009897232055664062,58.00000000000001,0.02008652687072754,59.00000000000001,0.009269237518310547,59.00000000000001,0.01869654655456543,62.0,0.026616334915161133,,,,,
3,3.8625,4.0,dicit,2.0,1.0,55.984675707409686,0.0,120.60135294748308,1.0,57.00000000000001,0.01030111312866211,57.00000000000001,0.019105195999145508,57.00000000000001,0.009163379669189453,57.00000000000001,0.018668651580810547,58.00000000000001,0.026520967483520508,,,,,
4,3.9,4.0,dicit,2.0,1.0,55.84912177646097,0.0,120.71230278264325,1.0,57.00000000000001,0.009680747985839844,57.00000000000001,0.019616127014160156,57.00000000000001,0.009135723114013672,57.00000000000001,0.018641233444213867,58.00000000000001,0.026492834091186523,,,,,
5,3.9375,4.0,dicit,2.0,1.0,55.68071798591885,0.0,120.87206242261551,1.0,57.00000000000001,0.009978532791137695,57.00000000000001,0.01946091651916504,57.00000000000001,0.009165048599243164,57.00000000000001,0.01937413215637207,57.00000000000001,0.026451826095581055,,,,,
6,3.9749999999999996,4.0,dicit,2.0,1.0,55.5467059432364,0.0,121.0174264142598,1.0,57.00000000000001,0.009931087493896484,57.00000000000001,0.01877570152282715,57.00000000000001,0.010200023651123047,57.00000000000001,0.018662214279174805,57.00000000000001,0.026693105697631836,,,,,
7,4.0125,4.0,dicit,2.0,1.0,55.38119764905945,0.0,121.22161538078112,1.0,57.00000000000001,0.010428428649902344,57.00000000000001,0.018716812133789062,57.00000000000001,0.00913548469543457,57.00000000000001,0.018630027770996094,57.00000000000001,0.026607990264892578,,,,,
8,4.05,4.0,dicit,2.0,1.0,55.252017925156785,0.0,121.40271089828926,1.0,58.00000000000001,0.009803295135498047,57.00000000000001,0.020081758499145508,57.00000000000001,0.009961605072021484,57.00000000000001,0.018856525421142578,56.0,0.026525020599365234,,,,,
9,4.0874999999999995,4.0,dicit,2.0,1.0,55.09683910311853,0.0,121.64958517433872,1.0,58.00000000000001,0.009745597839355469,58.00000000000001,0.019572973251342773,57.00000000000001,0.009300708770751953,56.0,0.018696308135986328,57.00000000000001,0.026488304138183594,,,,,
10,4.125,4.0,dicit,2.0,1.0,54.978444533764275,0.0,121.86103381337968,1.0,56.0,0.009729623794555664,56.0,0.019667387008666992,56.0,0.010123014450073242,56.0,0.0186922550201416,57.00000000000001,0.026511669158935547,,,,,
11,4.1625,4.0,dicit,2.0,1.0,54.83591267874615,0.0,122.13772177963385,1.0,61.0,0.010600805282592773,62.0,0.018587827682495117,58.00000000000001,0.010167598724365234,57.00000000000001,0.018540620803833008,57.00000000000001,0.02573370933532715,,,,,
12,4.2,4.0,dicit,2.0,1.0,54.7227845294387,0.0,122.36414663271411,1.0,59.00000000000001,0.010446548461914062,59.00000000000001,0.018635034561157227,68.0,0.009170293807983398,68.0,0.01997685432434082,69.0,0.02591729164123535,,,,,
13,4.2375,4.0,dicit,2.0,1.0,54.576262422176875,0.0,122.6464832074733,1.0,67.0,0.010524511337280273,66.0,0.018954753875732422,69.0,0.009955883026123047,69.0,0.019659042358398438,69.0,0.0265505313873291,,,,,
14,4.2749999999999995,4.0,dicit,2.0,1.0,54.45064796700078,0.0,122.86690153469287,1.0,66.0,0.01145172119140625,64.0,0.018758773803710938,69.0,0.010151863098144531,68.0,0.019034147262573242,69.0,0.02558135986328125,,,,,
15,4.3125,4.0,dicit,2.0,1.0,54.278667060115716,0.0,123.13000980869695,1.0,68.0,0.01063990592956543,69.0,0.01862955093383789,70.0,0.010056018829345703,70.0,0.0184326171875,70.0,0.025733232498168945,,,,,
16,4.35,4.0,dicit,2.0,1.0,54.126290996601334,0.0,123.32714334566509,1.0,73.0,0.010737180709838867,72.0,0.018758535385131836,72.0,0.00917673110961914,72.0,0.019005775451660156,57.00000000000001,0.02659749984741211,,,,,
17,4.3875,4.0,dicit,2.0,1.0,53.91424012717203,0.0,123.5530556191301,1.0,99.0,0.009828567504882812,56.0,0.02025747299194336,56.0,0.009326934814453125,56.0,0.01863241195678711,56.0,0.02672410011291504,,,,,
18,4.425,4.0,dicit,2.0,1.0,53.726379223740764,0.0,123.71510879064766,1.0,56.0,0.010557174682617188,56.0,0.01868748664855957,56.0,0.009196758270263672,56.0,0.019485950469970703,56.0,0.026439666748046875,46.0,46.0,46.0,46.0,46.0
19,4.4624999999999995,4.0,dicit,2.0,1.0,53.470133438643956,0.0,123.8918964556059,1.0,57.00000000000001,0.010497570037841797,57.00000000000001,0.018752574920654297,57.00000000000001,0.010149478912353516,57.00000000000001,0.018546104431152344,57.00000000000001,0.025698423385620117,47.0,46.0,46.0,46.0,46.0
20,4.5,4.0,dicit,2.0,1.0,53.25112588592423,0.0,124.0109257040332,1.0,55.0,0.010681390762329102,56.0,0.018576860427856445,56.0,0.009174585342407227,56.0,0.01887035369873047,57.00000000000001,0.025846481323242188,47.0,47.0,46.0,46.0,46.0
21,4.5375,4.0,dicit,2.0,1.0,52.966622440271095,0.0,124.12857463640202,1.0,97.0,0.010604619979858398,64.0,0.018486738204956055,63.0,0.01026010513305664,64.0,0.018423795700073242,79.0,0.025554418563842773,48.00000000000001,48.00000000000001,47.0,47.0,46.0
22,4.575,4.0,dicit,2.0,1.0,52.73669794896894,0.0,124.19472340555025,1.0,63.0,0.010630130767822266,63.0,0.020193815231323242,63.0,0.00999307632446289,79.0,0.01877140998840332,57.00000000000001,0.026124954223632812,49.0,52.0,108.0,47.0,46.0
23,4.6125,4.0,dicit,2.0,1.0,52.45503899013693,0.0,124.23797459146583,1.0,55.0,0.010816812515258789,57.00000000000001,0.018794536590576172,55.0,0.00997614860534668,55.0,0.0184786319732666,54.0,0.025589942932128906,54.0,55.0,108.0,108.0,109.0
24,4.6499999999999995,4.0,dicit,2.0,1.0,52.239634084934494,0.0,124.23826020154101,1.0,55.0,0.010168790817260742,55.0,0.01871776580810547,55.0,0.009953975677490234,55.0,0.01873159408569336,55.0,0.026508569717407227,116.00000000000001,115.0,116.00000000000001,116.00000000000001,109.0
25,4.6875,4.0,dicit,2.0,1.0,51.98679085589594,0.0,124.19353262779234,1.0,62.0,0.010816335678100586,62.0,0.01885366439819336,55.0,0.010476827621459961,55.0,0.01875448226928711,55.0,0.02556014060974121,117.0,117.0,118.00000000000001,118.00000000000001,116.00000000000001
26,4.725,4.0,dicit,2.0,1.0,51.79756814914594,0.0,124.12120671339795,1.0,63.0,0.00994873046875,64.0,0.018834352493286133,56.0,0.00996541976928711,56.0,0.018479108810424805,55.0,0.02707648277282715,45.0,43.0,45.0,45.0,46.0
27,4.7625,4.0,dicit,2.0,1.0,51.57355762586209,0.0,123.98546894872081,1.0,59.99999999999999,0.010596752166748047,62.0,0.018610715866088867,57.00000000000001,0.010106801986694336,59.00000000000001,0.01875615119934082,56.0,0.025749921798706055,119.0,118.00000000000001,119.0,119.0,118.00000000000001
28,4.8,4.0,dicit,2.0,1.0,51.40027645551821,0.0,123.84090143596838,1.0,61.0,0.010494232177734375,61.0,0.0186614990234375,62.0,0.009758472442626953,61.0,0.01957988739013672,65.0,0.025640487670898438,118.00000000000001,117.0,118.00000000000001,118.00000000000001,118.00000000000001
29,4.8374999999999995,4.0,dicit,2.0,1.0,51.18690443706636,0.0,123.6148010467745,1.0,61.0,0.010495424270629883,62.0,0.01871633529663086,61.0,0.00999593734741211,61.0,0.01856255531311035,65.0,0.02574014663696289,118.00000000000001,117.0,118.00000000000001,118.00000000000001,118.00000000000001
30,4.875,4.0,dicit,2.0,1.0,51.018334595361814,0.0,123.39647628896097,1.0,58.00000000000001,0.010599136352539062,66.0,0.01878643035888672,57.00000000000001,0.010070085525512695,56.0,0.018492937088012695,68.0,0.025632619857788086,116.00000000000001,68.0,118.00000000000001,118.00000000000001,118.00000000000001
31,4.9125,4.0,dicit,2.0,1.0,50.81354272110145,0.0,123.07441772208549,1.0,89.0,0.00990748405456543,89.0,0.019768238067626953,53.0,0.010019302368164062,52.0,0.018485069274902344,100.0,0.02655625343322754,70.0,69.0,59.99999999999999,59.99999999999999,118.00000000000001
32,4.95,4.0,dicit,2.0,1.0,50.65869542479785,0.0,122.7757256665258,1.0,52.0,0.010590314865112305,65.0,0.018738508224487305,52.0,0.009142875671386719,65.0,0.018654346466064453,67.0,0.026453733444213867,70.0,69.0,59.99999999999999,59.99999999999999,59.99999999999999
33,4.9875,4.0,dicit,2.0,1.0,50.48235451162409,0.0,122.34977533087618,1.0,66.0,0.010860443115234375,65.0,0.01868295669555664,66.0,0.009237527847290039,53.0,0.01929497718811035,53.0,0.025553226470947266,70.0,69.0,59.99999999999999,59.99999999999999,59.99999999999999
34,5.0249999999999995,4.0,dicit,2.0,1.0,50.35819554120828,0.0,121.96731865523469,1.0,52.0,0.01044774055480957,52.0,0.01887035369873047,52.0,0.010076522827148438,52.0,0.018547534942626953,53.0,0.02555084228515625,70.0,70.0,71.0,70.0,61.0
35,5.0625,4.0,dicit,2.0,1.0,50.225105936155494,0.0,121.43974217891393,1.0,81.0,0.01079702377319336,52.0,0.01880168914794922,52.0,0.009277820587158203,52.0,0.01918315887451172,53.0,0.025792598724365234,73.0,70.0,119.0,119.0,92.0
36,5.1,4.0,dicit,2.0,1.0,50.13436953586809,0.0,120.98160346513178,1.0,52.0,0.009791374206542969,53.0,0.01863241195678711,52.0,0.010274171829223633,53.0,0.020172119140625,64.0,0.027084827423095703,59.00000000000001,59.00000000000001,59.00000000000001,59.00000000000001,59.99999999999999
