,timestamp,task,array,rec,VAD_0,DOA_0,J,MUSIC_0,MUSIC_time,aMUSIC_0,aMUSIC_time,NormMUSIC_0,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_time
0,0.1125,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010604143142700195,145.0,0.018587112426757812,146.0,0.009895801544189453,146.0,0.01856255531311035,145.0,0.025693416595458984
1,0.15,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009348630905151367,146.0,0.0195767879486084,146.0,0.010071039199829102,146.0,0.018599748611450195,145.0,0.026486635208129883
2,0.1875,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009775161743164062,146.0,0.01972198486328125,146.0,0.009284019470214844,146.0,0.01871657371520996,145.0,0.026424407958984375
3,0.225,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010396957397460938,145.0,0.018564224243164062,145.0,0.009263038635253906,145.0,0.018696069717407227,145.0,0.02625584602355957
4,0.2625,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010222673416137695,145.0,0.018561601638793945,145.0,0.009098291397094727,145.0,0.019496679306030273,145.0,0.025482892990112305
5,0.30000000000000004,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010087728500366211,146.0,0.018608570098876953,146.0,0.009866476058959961,146.0,0.018704652786254883,145.0,0.02781081199645996
6,0.3375,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009671926498413086,146.0,0.01869058609008789,146.0,0.009909391403198242,146.0,0.018532991409301758,145.0,0.02594470977783203
7,0.375,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009407758712768555,146.0,0.019681692123413086,146.0,0.010168075561523438,146.0,0.01868581771850586,146.0,0.026390552520751953
8,0.41250000000000003,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009869098663330078,146.0,0.02011561393737793,146.0,0.009142160415649414,146.0,0.018697023391723633,146.0,0.026813983917236328
9,0.45,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010569095611572266,146.0,0.018625974655151367,146.0,0.009041309356689453,146.0,0.01927781105041504,145.0,0.025780439376831055
10,0.48750000000000004,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010155677795410156,146.0,0.01878666877746582,147.0,0.010018587112426758,146.0,0.018797636032104492,143.0,0.0256345272064209
11,0.525,1.0,dicit,1.0,1.0,147.97221153080892,1.0,143.0,0.010286331176757812,142.0,0.018762588500976562,143.0,0.009853124618530273,142.0,0.01881551742553711,136.0,0.025997161865234375
12,0.5625,1.0,dicit,1.0,1.0,147.97221153080892,1.0,143.0,0.009416341781616211,143.0,0.019073963165283203,143.0,0.009993791580200195,143.0,0.018633127212524414,141.0,0.026751995086669922
13,0.6,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.009360790252685547,145.0,0.019276142120361328,145.0,0.009174108505249023,145.0,0.018803119659423828,145.0,0.02619791030883789
14,0.6375,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010219573974609375,146.0,0.018486499786376953,145.0,0.009109735488891602,145.0,0.01864027976989746,145.0,0.026207447052001953
15,0.6749999999999999,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010185480117797852,145.0,0.01857137680053711,145.0,0.009353160858154297,145.0,0.019696712493896484,145.0,0.025930404663085938
16,0.7125,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010533809661865234,145.0,0.018839359283447266,145.0,0.010019779205322266,145.0,0.018594026565551758,145.0,0.025449752807617188
17,0.75,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.011168241500854492,145.0,0.01860666275024414,145.0,0.010051250457763672,145.0,0.020203828811645508,145.0,0.026361942291259766
18,0.975,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010519742965698242,145.0,0.018519878387451172,146.0,0.009169578552246094,145.0,0.01983785629272461,146.0,0.025478124618530273
19,1.0125000000000002,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010239601135253906,145.0,0.018813610076904297,145.0,0.010013818740844727,145.0,0.018752098083496094,146.0,0.025752544403076172
20,1.05,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010282516479492188,145.0,0.01874399185180664,146.0,0.009847402572631836,146.0,0.018529891967773438,146.0,0.025374650955200195
21,1.0875000000000001,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009867429733276367,145.0,0.01912546157836914,146.0,0.009760379791259766,146.0,0.019073486328125,146.0,0.026276588439941406
22,1.125,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.009371042251586914,145.0,0.01880502700805664,145.0,0.010099411010742188,145.0,0.018513202667236328,145.0,0.02760624885559082
23,1.1625,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.01134634017944336,145.0,0.02224445343017578,146.0,0.011404752731323242,146.0,0.021886348724365234,146.0,0.029290437698364258
24,1.2000000000000002,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010619640350341797,145.0,0.019364118576049805,145.0,0.010168790817260742,145.0,0.019280195236206055,145.0,0.02707672119140625
25,1.2375,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.009331703186035156,145.0,0.020244121551513672,145.0,0.009120941162109375,145.0,0.01868915557861328,145.0,0.02621626853942871
26,1.2750000000000001,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010303258895874023,145.0,0.018747568130493164,145.0,0.00923013687133789,145.0,0.019243240356445312,145.0,0.025418758392333984
27,1.3125,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010161161422729492,146.0,0.0186460018157959,146.0,0.009970664978027344,146.0,0.018513202667236328,145.0,0.02549290657043457
28,1.35,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010595321655273438,146.0,0.019041061401367188,145.0,0.009935379028320312,145.0,0.01965928077697754,145.0,0.02651357650756836
29,1.3875000000000002,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.00948476791381836,145.0,0.01998591423034668,145.0,0.009354591369628906,145.0,0.018839359283447266,145.0,0.026661396026611328
30,1.425,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010257244110107422,145.0,0.01856517791748047,145.0,0.009253740310668945,145.0,0.01923847198486328,145.0,0.025965452194213867
31,1.4625000000000001,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010420799255371094,145.0,0.018388032913208008,145.0,0.010112285614013672,145.0,0.018735885620117188,145.0,0.02546977996826172
32,1.5,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.00970768928527832,146.0,0.01868462562561035,146.0,0.009874582290649414,146.0,0.018903732299804688,145.0,0.026228904724121094
33,1.5375,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.009453773498535156,146.0,0.019416332244873047,146.0,0.009270906448364258,146.0,0.018657445907592773,145.0,0.026226520538330078
34,1.5750000000000002,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010270118713378906,145.0,0.018473148345947266,145.0,0.009135723114013672,145.0,0.019363880157470703,145.0,0.025456666946411133
35,1.6125,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010216474533081055,145.0,0.01899123191833496,145.0,0.010119199752807617,146.0,0.019077301025390625,145.0,0.02548813819885254
36,1.6500000000000001,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009510040283203125,145.0,0.01985335350036621,145.0,0.009859561920166016,145.0,0.018499135971069336,145.0,0.026791810989379883
37,1.6875,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009400367736816406,145.0,0.019518613815307617,145.0,0.009132623672485352,145.0,0.018592357635498047,144.0,0.027181148529052734
38,1.725,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010255098342895508,145.0,0.019364118576049805,145.0,0.010683059692382812,145.0,0.018471240997314453,144.0,0.025413990020751953
39,1.7625000000000002,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010194063186645508,145.0,0.0187985897064209,146.0,0.0100250244140625,145.0,0.018550395965576172,145.0,0.025961637496948242
40,1.8,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010456323623657227,145.0,0.019422531127929688,145.0,0.009408235549926758,145.0,0.018617868423461914,145.0,0.02651524543762207
41,1.8375000000000001,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010323286056518555,146.0,0.018572092056274414,146.0,0.009224891662597656,146.0,0.018531322479248047,145.0,0.026169538497924805
42,1.875,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010100126266479492,146.0,0.01862311363220215,145.0,0.01007223129272461,146.0,0.018648624420166016,145.0,0.02634906768798828
43,1.9125,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.009419441223144531,145.0,0.01979851722717285,145.0,0.009971380233764648,145.0,0.018698930740356445,145.0,0.02623295783996582
44,1.9500000000000002,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.009560585021972656,145.0,0.019350528717041016,145.0,0.00919198989868164,145.0,0.01905226707458496,145.0,0.026312589645385742
45,1.9875,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.01054239273071289,145.0,0.018849849700927734,145.0,0.009068727493286133,145.0,0.01916646957397461,145.0,0.02546405792236328
46,2.025,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010224103927612305,146.0,0.018689632415771484,146.0,0.009920120239257812,146.0,0.018705368041992188,145.0,0.025983095169067383
47,2.0625,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009545564651489258,146.0,0.01876378059387207,146.0,0.009938478469848633,146.0,0.018355607986450195,146.0,0.02620100975036621
48,2.0999999999999996,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.009608030319213867,146.0,0.01983022689819336,146.0,0.009072303771972656,146.0,0.018783092498779297,146.0,0.02689194679260254
49,2.1374999999999997,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010146856307983398,146.0,0.018410921096801758,146.0,0.009158611297607422,146.0,0.019418001174926758,146.0,0.025379657745361328
50,2.175,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010445356369018555,146.0,0.01867222785949707,146.0,0.00998544692993164,146.0,0.018336057662963867,145.0,0.0255429744720459
51,2.2125,1.0,dicit,1.0,1.0,147.97221153080892,1.0,144.0,0.009599447250366211,144.0,0.018768787384033203,144.0,0.010150909423828125,144.0,0.018703460693359375,143.0,0.02783823013305664
52,2.25,1.0,dicit,1.0,1.0,147.97221153080892,1.0,144.0,0.0111083984375,142.0,0.021988630294799805,144.0,0.011472702026367188,143.0,0.02211308479309082,143.0,0.02971792221069336
53,2.2874999999999996,1.0,dicit,1.0,1.0,147.97221153080892,1.0,135.0,0.010039091110229492,134.0,0.019631385803222656,143.0,0.009999513626098633,144.0,0.0189516544342041,144.0,0.02725839614868164
54,2.3249999999999997,1.0,dicit,1.0,1.0,147.97221153080892,1.0,144.0,0.010261774063110352,128.0,0.018544673919677734,145.0,0.009298324584960938,145.0,0.019318342208862305,145.0,0.025471210479736328
55,2.3625,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.010372638702392578,145.0,0.01986551284790039,145.0,0.009813070297241211,145.0,0.01854562759399414,144.0,0.02573394775390625
56,2.4,1.0,dicit,1.0,1.0,147.97221153080892,1.0,145.0,0.009521961212158203,145.0,0.018364667892456055,145.0,0.010084867477416992,145.0,0.01857304573059082,144.0,0.026469707489013672
57,2.4375,1.0,dicit,1.0,1.0,147.97221153080892,1.0,146.0,0.010469675064086914,146.0,0.018497705459594727,146.0,0.009328603744506836,145.0,0.019184112548828125,109.0,0.02537393569946289
58,2.4749999999999996,1.0,dicit,1.0,1.0,147.97221153080892,1.0,119.0,0.01024484634399414,113.0,0.018483638763427734,119.0,0.010158061981201172,111.0,0.018520355224609375,119.99999999999999,0.02559185028076172
59,3.15,1.0,dicit,1.0,0.0,147.97221153080892,0.0,,,,,,,,,,
