,timestamp,task,array,rec,VAD_0,DOA_0,VAD_1,DOA_1,J,MUSIC_0,MUSIC_time,aMUSIC_0,aMUSIC_time,NormMUSIC_0,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_time,MUSIC_1,aMUSIC_1,NormMUSIC_1,aNormMUSIC_1,SRP_PHAT_1
0,2.3625,4.0,dummy,1.0,0.0,73.38962545428382,1.0,105.19137021216513,1.0,100.0,0.009297847747802734,-112.0,0.011487483978271484,100.0,0.0077168941497802734,-111.0,0.011076927185058594,-124.0,0.028561830520629883,,,,,
1,2.4,4.0,dummy,1.0,0.0,73.42714052139112,1.0,105.34220789127357,1.0,108.0,0.008182764053344727,109.0,0.010959625244140625,98.0,0.007672786712646484,-105.00000000000001,0.011116504669189453,98.0,0.028714895248413086,,,,,
2,2.4375,4.0,dummy,1.0,0.0,73.46963278840222,1.0,105.50620755186922,1.0,105.00000000000001,0.008042097091674805,-107.0,0.01100778579711914,105.00000000000001,0.00767207145690918,-106.0,0.011026859283447266,98.0,0.028470754623413086,,,,,
3,2.4749999999999996,4.0,dummy,1.0,0.0,73.52848817224285,1.0,105.72627171342694,1.0,100.0,0.008044004440307617,102.0,0.01123189926147461,99.0,0.008342981338500977,101.0,0.01137995719909668,98.0,0.028612375259399414,,,,,
4,2.5124999999999997,4.0,dummy,1.0,0.0,73.59117155468873,1.0,105.96312728934332,1.0,98.0,0.007978677749633789,101.0,0.010935068130493164,97.0,0.008261919021606445,-97.0,0.010239362716674805,97.0,0.028824806213378906,,,,,
5,2.55,4.0,dummy,1.0,0.0,73.64201283034052,1.0,106.16694612426083,1.0,101.0,0.008159637451171875,100.0,0.01103830337524414,101.0,0.0076863765716552734,100.0,0.010896682739257812,98.0,0.02860546112060547,,,,,
6,2.5875,4.0,dummy,1.0,0.0,73.69195655992982,1.0,106.38527512755904,1.0,94.0,0.009803533554077148,-96.00000000000001,0.011230230331420898,95.0,0.007665395736694336,97.0,0.010830879211425781,97.0,0.027851343154907227,,,,,
7,2.625,4.0,dummy,1.0,0.0,73.75162493858642,1.0,106.678132918787,1.0,99.0,0.009545564651489258,-95.0,0.010599374771118164,100.0,0.008415460586547852,-91.0,0.011221647262573242,98.0,0.027962446212768555,,,,,
8,2.6624999999999996,4.0,dummy,1.0,0.0,73.80723183938417,1.0,106.98791131843126,1.0,-97.0,0.008832931518554688,-90.0,0.011149168014526367,-92.0,0.0075337886810302734,-90.0,0.010846138000488281,-98.0,0.028618812561035156,,,,,
9,2.6999999999999997,4.0,dummy,1.0,0.0,73.84834758156411,1.0,107.24188169813709,1.0,97.0,0.008112192153930664,109.0,0.011299848556518555,-93.0,0.007694721221923828,-93.0,0.01119542121887207,-92.0,0.028688669204711914,,,,,
10,2.7375,4.0,dummy,1.0,0.0,73.89491823362636,1.0,107.55960241441724,1.0,101.0,0.008824348449707031,103.0,0.010991334915161133,-100.0,0.007604837417602539,-99.0,0.01102900505065918,-95.0,0.0279996395111084,,,,,
11,2.775,4.0,dummy,1.0,0.0,73.92780572902258,1.0,107.81033138667415,1.0,-155.0,0.008777379989624023,-96.00000000000001,0.011272907257080078,-48.00000000000001,0.007746696472167969,-176.0,0.011175394058227539,-94.0,0.02770853042602539,,,,,
12,2.8125,4.0,dummy,1.0,0.0,73.95645818601851,1.0,108.05650306525246,1.0,-162.0,0.007977008819580078,172.0,0.01094508171081543,-174.0,0.007840633392333984,172.0,0.010961294174194336,-100.0,0.0290372371673584,,,,,
13,2.8499999999999996,4.0,dummy,1.0,0.0,73.98620438568537,1.0,108.35711393545743,1.0,179.0,0.008805036544799805,170.0,0.010101795196533203,179.0,0.008488655090332031,176.0,0.010026931762695312,-99.0,0.028673887252807617,,,,,
14,2.8874999999999997,4.0,dummy,1.0,0.0,74.00938834885723,1.0,108.64869244305414,1.0,-168.0,0.008637666702270508,167.0,0.011128425598144531,2.0,0.0076901912689208984,-97.0,0.010841131210327148,-97.0,0.027850627899169922,,,,,
15,2.925,4.0,dummy,1.0,0.0,74.02343025575686,1.0,108.87340647199304,1.0,-21.0,0.008135557174682617,-172.0,0.011003971099853516,-160.0,0.0077135562896728516,-172.0,0.011049985885620117,-98.0,0.028636455535888672,,,,,
16,2.9625,4.0,dummy,1.0,0.0,74.03579525459801,1.0,109.13869731591134,1.0,-106.0,0.008028030395507812,-52.0,0.011239290237426758,-154.0,0.0074880123138427734,-174.0,0.010886907577514648,-101.0,0.02886033058166504,,,,,
